0,1,2,3
"HYPOTHETICAL ALTERNATIVE 2008 THREE WAY PRESIDENTIAL RACE
It is 2008 and you're a first time voter. The great reces… https://t.co/Gom9MA4bh3",2023-04-30 06:41:31+00:00,ItsQueenCFox,"Ohio, USA"
Something off a 📑 I am working on. I wonder what happened in 2010!! Have the income dynamics within households chan… https://t.co/PVekHeEFxC,2023-04-30 06:24:41+00:00,bikramsahaecon,"Kansas City, MO"
@elonmusk @LHSummers @federalreserve @DavidWestin @BloombergTV Hopefully we won’t have to.  The data shows 3 quarte… https://t.co/YUrfOv0GQd,2023-04-30 06:22:36+00:00,RockofAges66,"Texas, USA"
"Recession is active yen just past american dollar 72 hours ago history made , i see silver being next precious carr… https://t.co/Ln56PR56So",2023-04-30 06:20:12+00:00,ToddPlaster3,"Wisconsin, USA"
How to know if US economy is in recession https://t.co/dKS4m8kITl https://t.co/WWrg20Xkje,2023-04-30 05:57:50+00:00,AustinKellerman,"Dallas, TX"
"So, convince me we're not in a Recession, supply problems, major stores going out of business, union-busting, risin… https://t.co/LCKDWfhSAA",2023-04-30 05:44:10+00:00,RITAMARIEKELLEY,USA
"Your worries are not what they seem. 
Worries of a recession? No.
Worries of a depression? No. 
It's much, MUCH wor… https://t.co/vCrcKmn2Lh",2023-04-30 05:42:32+00:00,JU5T_F4CT5,United States
We’re definitely in a recession cause how Jenny Craig just like well y’all stay fat cause we broke https://t.co/NnTriOX2X7,2023-04-30 05:29:56+00:00,msbrookechanell,United States
@unusual_whales A recession is just a large discount market for the rich tbh,2023-04-30 05:25:47+00:00,sweetestBabyBoy,United States
"@beansandgreens_ @r8risk @TerribleFinance 1. No such things as too much money.
2. We're in a recession. No one has money",2023-04-30 05:08:32+00:00,big_dee33,Milwaukee
A default would crash the economy and make the dollar worthless. The dollar is only backed by the good faith in the… https://t.co/xBwU08S3tY,2023-04-30 04:56:57+00:00,jcvol91,"Johnson City, TN"
Curious about the next recession and its timing? 🤔 @BobEUnlimited breaks down leading indicators and macro cycles i… https://t.co/LUFImNlXwL,2023-04-30 04:44:51+00:00,complete_intel,"Texas, USA"
"No need for the purple shampoo anymore! Americans are starting to go back to their natural (brunette) roots 💈

Stor… https://t.co/L4cyPeR3IQ",2023-04-30 04:25:59+00:00,nenewsservice,"Lincoln, Nebraska"
@iingwen @Senat https://t.co/GSC00BROin,2023-04-30 04:23:28+00:00,RamAsiaNo1,Jasper
@DPPonline @AmbJohnBolton https://t.co/GSC00BROin,2023-04-30 04:23:06+00:00,RamAsiaNo1,Jasper
@Mistyswoman I wish. I was unemployed and homeless (stay home dad/college student) right at the start of the recess… https://t.co/Ti8NoxbsEO,2023-04-30 04:11:27+00:00,mesniu,Kansas City
"@4HumanUnity @SpeakerMcCarthy You think a Fed Gov't surplus is good...  Face 🌴. 

Bill Clinton's surplus set up the… https://t.co/wL4a9HB87a",2023-04-30 04:10:21+00:00,organicfanatic5,"Minneapolis, MN"
@TheDemocrats and a very robust inflation! Let's finish the job by a recession.,2023-04-30 04:00:16+00:00,reading911,"Wisconsin, USA"
@KamalaHarris I would have to disagree If you have created more jobs in the past 4 years than any other presidency… https://t.co/19Aik07sh5,2023-04-30 03:58:55+00:00,TexasTe92686924,"Gun Barrel City, TX"
"I thought they just took ya money in Vegas 😂….. this recession hittin everybody hard 
Free @itzsheera https://t.co/nDxeOqJ2C9",2023-04-30 03:40:15+00:00,TafariTV,"Dallas, TX"
@DrAl1313 @1961mcruzer @JagmeetScheer @DawnaThompson_ @proundpapaof3 @memequeenkimmy @twopartyhell @TreatHunterDog… https://t.co/R5FxEL5t7h,2023-04-30 03:21:46+00:00,Jetson77,United States
"@MampillyGuru Paul it’s statistically a depression, not a recession. But, some reason over the last two years there is no truth in numbers",2023-04-30 03:14:41+00:00,WoodySooner,"Tulsa, OK"
The U.S. has 2 options - A hard landing recession or entrenched inflation warns Dr. Doom Nouriel Roubini https://t.co/0Y9LYV8hAd,2023-04-30 03:10:00+00:00,Barchart,"Chicago, IL"
And current recession hmm,2023-04-30 03:05:44+00:00,wih_wih_wi,nowhere
@HManoaa @EPBResearch The market doesn’t determine a recession and is fairly irrational.  S&amp;P at 5k doesn’t really… https://t.co/pW3VVexfRc,2023-04-30 02:59:53+00:00,_hausy,United States
#2000s #economy #recession #stockmarket #automotive #american #business #crysler #chapter11 #history #onthisday… https://t.co/xVP2HkQQ6z,2023-04-30 02:58:40+00:00,GenJones1964,"Madison/Milwaukee, Wisconsin"
@mtsand3 @0RG4N1Z3DCH405 @akafacehots The NY federal reserve runs a recession probability model. It’s never been in… https://t.co/gZr9hayYAO,2023-04-30 02:54:47+00:00,dpurdy800m,USA
Global recession fears on the way https://t.co/ouOeijn1Hb,2023-04-30 02:40:02+00:00,JustNNovel,U.S
"Biden is doing nothing about China spying, Iran piracy, Mexico's allowing flood of illegals into the US, fentanyl c… https://t.co/9bo5Uk2qGv",2023-04-30 02:32:43+00:00,newsjocky,USA
@RepDonaldsPress @JoeBiden I think the Republicans want to cause a Recession during the Biden years that’s why they… https://t.co/WA4qOv8RNL,2023-04-30 02:31:06+00:00,TexasAlum,Texas
@ergomergoadargo @SWAccelerated @KevinSchmidy Usually people aren’t focused on markets. I’m looking for recession t… https://t.co/qh1Bnr2SjN,2023-04-30 02:29:58+00:00,BertusMaximus2,Great Smoky Mountains
@BladeHawk8 I agree on unemployment peaking probably being a good time to get in but I am just not good personally… https://t.co/Mns6010k2j,2023-04-30 02:19:02+00:00,RJB_Financial,"Chicago, IL"
@1Republic14Star @akafacehots Read the part were he tell the comedians that we are going into a recession. https://t.co/On8n79a0DQ,2023-04-30 02:18:37+00:00,booboobunster,Canada/USA
"#FederalReserve Is #Destroying #Regional #Banks and Will #Nuke #American #Economy: #RobertKiyosaki

#America… https://t.co/ItsT5weOGz",2023-04-30 02:15:15+00:00,SiouxCityCrypto,"Sioux City, IA"
@BladeHawk8 Very true and I wish I had a better idea on the path. For all we know we could be in a recession right… https://t.co/h0G5zYFbvF,2023-04-30 02:12:01+00:00,RJB_Financial,"Chicago, IL"
@POTUS Were?We are in a recession!,2023-04-30 02:06:46+00:00,Bama175,USA
"@BrittanyDoell I still live with my folks myself, because the world is in a recession… that and I have little siste… https://t.co/mC7Rf1RyfG",2023-04-30 02:06:03+00:00,AlexMcKeever2,"Beavercreek, OH"
"@jeffreyatucker Eh, sometimes a deep recession is what the Dr. ordered.  We have been on the crack cocaine of money… https://t.co/o2lRO2ggo6",2023-04-30 01:56:31+00:00,cculianu,Texas
The CBOE is still alive and Kicking !!  #options #cboe #stockmarket #money #stocks #market #hedgefunds https://t.co/gUDbbNOEfz,2023-04-30 01:53:47+00:00,leoventuresllc,"Chicago, IL"
@elonmusk @Eliz_Hightower You do know we are in a recession? Any paid info will certainly become misinformation for… https://t.co/jYUF9879Ef,2023-04-30 01:51:57+00:00,perky_f,United States
"@BladeHawk8 Recession ends and demand picks up more, I think energy will resume its secular bull market. I have a l… https://t.co/KT2X09CEly",2023-04-30 01:51:24+00:00,RJB_Financial,"Chicago, IL"
"@dana_marlane Well, since TA and Fib is meaningless, providing no clue to future price movements, and their busines… https://t.co/zlEIA59H9P",2023-04-30 01:40:48+00:00,ApplePi16251069,USA
Two weeks later film Mattingly will be mysteriously fired from CNN. Because they’re hiding the oncoming recession.… https://t.co/WjomA63zQV,2023-04-30 01:40:41+00:00,NEVERBOW,United States
🌐📉 A serious Recession  looms in the West… https://t.co/UgsWCxYY1N,2023-04-30 01:37:26+00:00,ReggieMeezer,"South Bend, IN"
"@Ardi_Aaziznia @davidlin_TV @MillStResearch All I want in life is to see a massive recession

And @Ardi_Aaziznia in… https://t.co/x1o63cWA9V",2023-04-30 01:36:13+00:00,JohnH_BBT,United States
@dana_marlane Your claim as to expectations for CMG in a recession is specious.  If you were noting booming busines… https://t.co/rT6Wv8PbTd,2023-04-30 01:34:37+00:00,ApplePi16251069,USA
"@fundstrat @fs_insight Markets typically bottom 6 months after a recession has been declared, also 3100 or so takes… https://t.co/GeeAXmskJn",2023-04-30 01:25:36+00:00,BonesCrypto,United States
@BigMamaAngel We're in a recession.,2023-04-30 01:24:49+00:00,01splcheck,United States
I found it: the “proof we’re in a recession” meal. A box of fake crab sticks for $10. https://t.co/1MTSyguoak,2023-04-30 01:20:54+00:00,trelkins3,United States
"@MacroAlf They're not cutting unless unemployment blows up, and of course unemployment is the most lagging of recession indicators.",2023-04-30 01:15:47+00:00,LPrimordium,USA
@jimcramer Solid recession play.,2023-04-30 01:07:17+00:00,Coolestersmooth,United States
@KamalaHarris Except I have seen multiple companies announcing layoffs the recession is starting,2023-04-30 01:07:02+00:00,lifeunlimited72,United States
"@SureEnough101 The coming recession will take down the market. Wall St is pretending not to expect a recession, and… https://t.co/zVHuf58pb3",2023-04-30 01:04:57+00:00,DonDurrett,"Nevada, USA"
🚢 Discover the impact of the freight recession on consumption numbers in the latest episode of #TheWeekAhead.… https://t.co/swo7lQg2Zn,2023-04-30 00:44:46+00:00,complete_intel,"Texas, USA"
"Still waiting on that NBER defined recession. 
Commercial Bank Deposits go 📉 https://t.co/F0UlnkKXex",2023-04-30 00:27:47+00:00,Cara_TXZEAL,"Texas, USA"
I think we are in a recession 🥹,2023-04-30 00:26:11+00:00,BrittanyGStone,Venus
https://t.co/6ulr20fnIK,2023-04-30 00:06:12+00:00,YouEconomist,USA
@NigelFerLife @AllenEpic21c After what he said about McCain in 16… there always a chance … Arizona realizes Biden i… https://t.co/VgFy9jAHy8,2023-04-30 00:01:31+00:00,JCJR326,United States
"@mikexyz @elebull @KamalaHarris If that were true, we would see evidence of it wouldn’t we? But what we see is out… https://t.co/eS9X2nGB8L",2023-04-29 23:57:58+00:00,adrianlynnette,"Missouri, USA"
"The US economy is improving, but inflation and rising wages are a concern for the Fed. To prevent a recession, poli… https://t.co/hD0EyGfWjl",2023-04-29 23:52:53+00:00,goldenpanther21,"Chicago, IL"
"Damn straight!

My man! #Biden won’t make your taxes go up… only gas prices, interest rates, inflation, grocery pri… https://t.co/crS0NqAjr9",2023-04-29 23:51:40+00:00,meatbawl,Chicago
"@BillPegs Another interest rate hike is coming, another regional bank will go under due to the warp speed hikes, &amp;… https://t.co/NJwDadmAnk",2023-04-29 23:44:46+00:00,damsden591,"Enon, Ohio"
"@POTUS Everything you touch goes bad. We have a Biden recession that you made. Yes, you did that to Americans.",2023-04-29 23:40:28+00:00,kayetee,Texas USA
@Mr_Derivatives Recession definition was changed too in 2022. So we can still this a Kangaroo market until SPY hits 480 🤪,2023-04-29 23:34:28+00:00,darkprince50,United States
@EconBerger It might not need employment to go down. If out of labor force people start returning to seek jobs (say… https://t.co/7l0G8WQGo9,2023-04-29 23:28:32+00:00,NominalNews,United States
"What recession? 

There’s a 45 minute wait to see the tailor at $JWN  🤨",2023-04-29 23:24:56+00:00,AmitMDproactive,"Chicago, IL"
There’s a whole generation of content creators right now that have never experienced a real recession 📉. It may not… https://t.co/qNVuELgvyl,2023-04-29 23:24:49+00:00,EricHarper_GG,Chicago
"@LewisCoulter7 @amandaaa_fuller I guess prime is what it is, that 2008 sub prime mortgage induced recession had a l… https://t.co/mHMR6bezLx",2023-04-29 23:19:20+00:00,RyanLoseke,"Columbus, NE"
Brooks use to work on the supposition that Trump supporters were merely misunderstood and that they were disconcert… https://t.co/ANDT2JN0lM,2023-04-29 23:09:46+00:00,nesowadnehunk,United States
https://t.co/3xryfyIjNw,2023-04-29 22:56:14+00:00,ACS_CARGO,CANADA - USA 
"Curious about the current state of the economy? 🤔 Join @TonyNashNerd, @SamuelRines, and @BobEUnlimited on… https://t.co/B3WTfnbzZQ",2023-04-29 22:44:48+00:00,complete_intel,"Texas, USA"
"@akafacehots YOU may be a pro-Russia Putin apologist, but the rest of us would rather defend democracy by backing U… https://t.co/RrXRXqK7Vz",2023-04-29 22:42:48+00:00,1Republic14Star,"Vermont, USA"
"@POTUS It’s been 2 years hoss. Banks are collapsing, interest rates are sky high and we’re in the middle of a reces… https://t.co/tkTZ0s8XZh",2023-04-29 22:42:08+00:00,Kayjuntexan,"Rowlett, TX"
@WelshCentro @RavenMurmur @GeromanAT Only in the cities. The rest will have a deep recession but not civil war.… https://t.co/tyAFT51B6Z,2023-04-29 22:37:35+00:00,wootendw,"Norman, Oklahoma"
@futureformerJD He sleeps so peacefully. Probably doesn’t even know we’re in a recession,2023-04-29 22:18:04+00:00,iamseanmcd,"Ohio, USA"
NPR's Michel Martin talks to former Federal Reserve governor Claudia Sahm about who's feeling the biggest pinch of… https://t.co/MunKUVLcXn,2023-04-29 22:15:00+00:00,WKNOFM,"Memphis, Tennessee"
"@tadpolini6749 @mhowe1980 @IAmPoliticsGirl How can Democrats lie so easily?  Is it a cult thing?

Food prices are n… https://t.co/QzUUHb7NgA",2023-04-29 22:14:30+00:00,lwburwell,"Columbus, Ohio, United States"
@GOP Lemme guess you cherry picked some people coming back from a rally.  They were people who’ve been spoon fed gr… https://t.co/azVXm2ysYe,2023-04-29 22:13:19+00:00,deep_mowgli,"Fort Worth, TX"
"Oh wow, just what we needed.. another recession. #excitingtimes https://t.co/abFHqjbaMy",2023-04-29 22:08:56+00:00,quinlan_brandon,Kentucky
@yourghostfrend When I was in high school we did a recession dance. We took a whole bunch of cardboard tubes and bo… https://t.co/5IxfHujJ8I,2023-04-29 22:06:02+00:00,jaredparmenter,Utah
"Exciting news! Our start-up has gained 600,000 new customers and become a multi-million dollar DTC success story, e… https://t.co/GgnYNyw5bK",2023-04-29 22:00:56+00:00,CDMGINC,"Nashville, TN"
The surge in borrowing costs is expected to send the economy into a recession sometime this year. https://t.co/k4kbWBhgTj,2023-04-29 22:00:11+00:00,SpectrumNewsSTL,"St. Louis, MO"
"“'It’s the economy, stupid,' a phrase first coined during the Clinton era, is one of the oldest cliches in the poli… https://t.co/k4kaIgEFBH",2023-04-29 22:00:10+00:00,TheSpectator,United States
@JudyLee1987 @laurenboebert I don't know how messing with federal funds rate so dramatically wouldn't impact most s… https://t.co/tGl9XHz7jt,2023-04-29 21:56:22+00:00,Gaither4IL,"Charleston, IL"
"@jimcramer Trade Down? Recession?
Why? For how long?",2023-04-29 21:52:26+00:00,market_daddy,"Gulf Coast, MS"
@DavidCTower1 @NickBorynack Cool you brought up Carter. He's villified for being a weak Pres who cdn't win 2 terms.… https://t.co/4qgK5x3CD0,2023-04-29 21:49:55+00:00,Kat1950Chicago,USA
@thekohler @emswhims1 @NanaCrypto2 @nytimes 4. Biden has heavily contributed to the devaluation of the dollar with… https://t.co/2TgyIiE6To,2023-04-29 21:46:21+00:00,yvxy7xpzrb,United States
@CNN The quotes from the democrats “the economy is doing well”.  WTF world are these people living in?  Banks and e… https://t.co/mleN1HTxuT,2023-04-29 21:31:48+00:00,hecorn2,"Milwaukee, WI"
"@hope_not_worry @WilliamShatner bye sad and hateful hooman, everyone arouund you is the loser, yet prospering more… https://t.co/4nnLDo41DP",2023-04-29 21:29:40+00:00,ZigZag_ILV,Chicago
@fundstrat Recession and a China Black Swan with Taiwan,2023-04-29 21:20:58+00:00,devlpr,"Milwaukee, Wisconsin"
@OffTheRunTrades Would you say the macro outlook is simply being absorbed and priced-in. It's the most telegraphed… https://t.co/WRhTJymF0g,2023-04-29 21:03:44+00:00,PC_affiliate,United States
"@POTUS He says this as we are in a recession, heading to depression.",2023-04-29 21:00:18+00:00,tigijennyb,"Fort Worth, TX"
